show_id,director
s1156,Nadine Ibrahim
s1157,Roman White
s1158,Unknown
s1159,Unknown
s1160,Fermín Muguruza
s1161,Mike Hodges
s1162,Unknown
s1163,Eylem Kaftan
s1164,Unknown
s1165,Fernando Ayllón
s1166,Umesh Bist
s1167,Unknown
s1168,Massimiliano Camaiti
s1169,Unknown
s1170,Unknown
s1171,Aleksey Tsitsilin
s1172,Ali Tabrizi
s1173,Kagiso Lediga
s1174,Jung-ah Im
s1175,Unknown
s1176,Stephen Frears
s1177,Takuma Sato
s1178,Brody Chu
s1179,Dimitri Logothetis
s1180,Unknown
s1181,Unknown
s1182,Unknown
s1183,Unknown
s1184,Taketoshi Sado
s1185,Li Weiran
s1186,Chinaza Onuzo
s1187,Unknown
s1188,Anna Elizabeth James
s1189,Vitor Brandt
s1190,Troy Miller
s1191,Liam O'Donnell
s1192,Manny Rodriguez
s1192,Jay Lavender
s1193,Farah Nabulsi
s1194,Adriano Rudiman
s1195,Walter Taylaur
s1196,Chris Smith
s1197,Alain Brunard
s1198,Tate Taylor
s1199,Ladislaus Kiraly
s1200,Oliver Stone
s1201,Unknown
s1202,Unknown
s1203,Hemambar Jasti
s1204,Steven Spielberg
s1205,Taylor Morden
s1206,Unknown
s1207,Unknown
s1208,Helena Coan
s1209,Muharrem Gülmez
s1210,Dolapo Adeleke
s1211,Unknown
s1212,Mahsun Kırmızıgül
s1213,Can Ulkay
s1214,Unknown
s1215,Luis Alejandro Pérez
s1216,Ketche
s1217,Erol Özlevi
s1218,Unknown
s1219,Miguel Arteta
s1220,Tolga Örnek
s1221,Pablo Agüero
s1222,Mohammad Irfan Ramly
s1223,Kevin McManus
s1223,Matthew McManus
s1224,Ange Basterga
s1224,Nicolas Lopez
s1225,Unknown
s1226,Unknown
s1227,Unknown
s1228,Unknown
s1229,Gitanjali Rao
s1230,Unknown
s1231,Halitha Shameem
s1232,Unknown
s1233,Carlos Moreno
s1234,Kayode Kasum
s1235,Maribel Sánchez-Maroto
s1236,Unknown
s1237,Julien Leclercq
s1238,Fajar Bustomi
s1239,Unknown
s1240,Taylor Hackford
s1241,Lasse Hallström
s1242,Amy Poehler
s1243,Jared Hess
s1243,Tyler Measom
s1244,Mike Binder
s1245,Abir Sengupta
s1246,Unknown
s1247,Sunny Lau
s1248,Hidenori Inoue
s1249,Emmett Malloy
s1250,Xavier Maingon
s1250,Marc-Antoine Hélard
s1251,Milton Kremer
s1252,Kevin Costner
s1253,Marco Petry
s1254,Andrew Duncan
s1254,Ken Cunningham
s1255,Barry Levinson
s1256,Hidenori Inoue
s1257,Liam Lynch
s1258,Unknown
s1259,Jérémie Degruson
s1259,Ben Stassen
s1260,Matt Ross
s1261,Dani de la Orden
s1262,Pablo Larraín
s1263,Unknown
s1264,John Erick Dowdle
s1265,Jesse Peretz
s1266,Ribhu Dasgupta
s1267,Pablo Larraín
s1268,Baran bo Odar
s1269,Unknown
s1270,Rizki Balki
s1271,Unknown
s1272,Unknown
s1273,Unknown
s1274,Shunsuke Kariyama
s1275,Unknown
s1276,Unknown
s1277,Jeferson De
s1278,Unknown
s1279,Troy Miller
s1280,Barry Avrich
s1281,David Tryhorn
s1281,Ben Nicholas
s1282,Tirumala Kishore
s1283,Unknown
s1284,James Wan
s1285,James Wan
s1286,Unknown
s1287,Huang Hsin-Yao
s1288,Unknown
s1289,Chris Weitz
s1290,Saron Sakina
s1291,J Blakeson
s1292,Khalid Rahman
s1293,Luis Ara
s1294,Tharun Bhascker Dhaassyam
s1294,B. V. Nandini Reddy
s1294,Nag Ashwin
s1294,Sankalp Reddy
s1295,Unknown
s1296,Prateek Vats
s1297,Unknown
s1298,Alex Merkin
s1299,Unknown
s1300,Unknown
s1301,Unknown
s1302,Unknown
s1303,Unknown
s1304,Ian Cheney
s1305,Ben Simms
s1306,Vikram Bhatt
s1307,Unknown
s1308,Dallas Jenkins
s1309,Unknown
s1310,Damián Romay
s1311,Unknown
s1312,Hamisha Daryani Ahuja
s1313,Hong Khaou
s1314,Unknown
s1315,Unknown
s1316,Mario Briongos
s1317,Vinay Bharadwaj
s1318,Unknown
s1319,Michael Fimognari
s1320,Eric D. Cabello Díaz
s1321,Unknown
s1322,Unknown
s1323,Clara Martínez-Lázaro
s1324,Monty Tiwa
s1325,Ava DuVernay
s1326,Alain Darborg
s1327,Filip Zylber
s1328,Ava DuVernay
s1329,Joe Berlinger
s1330,Julien Royal
s1331,Brian Baugh
s1332,Unknown
s1333,Unknown
s1334,Todd Phillips
s1335,Henri Wong
s1336,Unknown
s1337,Maïa Sandoz
s1338,Mostofa Sarwar Farooki
s1339,Unknown
s1340,Unknown
s1341,Joseph Hsu
s1342,Sam Levinson
s1343,Jo Sung-hee
s1344,Michèle Ohayon
s1345,Rocco Ricciardulli
s1346,Guo Jingming
s1347,Jan Belcl
s1348,Esteban Crespo
s1349,Unknown
s1350,Unknown
s1351,Unknown
s1352,Noé González
s1353,Unknown
s1354,Dennis Dugan
s1355,Unknown
s1356,Unknown
s1357,Unknown
s1358,Sarah Gavron
s1359,Martin Scorsese
s1360,Roger Donaldson
s1361,Richard Arellano
s1362,Unknown
s1363,Unknown
s1364,Unknown
s1365,Jon Favreau
s1366,Unknown
s1367,Marco Pontecorvo
s1368,Gregory Plotkin
s1369,Lluís Quílez
s1370,Jude Weng
s1371,Simon Stone
s1372,Unknown
s1373,Noviandra Santosa
s1374,Unknown
s1375,Jeremy Grant
s1376,Unknown
s1377,Jeo Baby
s1378,Unknown
s1379,Glendyn Ivin
s1380,Okey Oku
s1381,Unknown
s1382,Ifeanyi Ikpoenyi
s1383,Chris Eneng Enaji
s1384,Unknown
s1385,Unknown
s1386,Unknown
s1387,Ángeles Reiné
s1388,Paul Haggis
s1389,Ramin Bahrani
s1390,Nicol Paone
s1391,Nick Rowland
s1392,RZA
s1393,Unknown
s1394,Cooper Karl
s1395,Unknown
s1396,Unknown
s1397,Gary Fleder
s1398,J.A. Bayona
s1399,Darren Lynn Bousman
s1400,Lydia Dean Pilcher
s1400,Ginny Mohler
s1401,Unknown
s1402,Unknown
s1403,Unknown
s1404,Cris D'Amato
s1405,Unknown
s1406,Mikael Håfström
s1407,Eric Darnell
s1407,Simon J. Smith
s1408,Byeon Hee-sun
s1409,Unknown
s1410,Peter Facinelli
s1411,Renuka Shahane
s1412,Ross Kauffman
s1413,Sung Do-jun
s1414,Hanung Bramantyo
s1415,Charles Gozali
s1415,Bagus Bramanti
s1416,James Toback
s1417,Tiller Russell
s1418,Francisco D'Eufemia
s1419,Chris Rock
s1420,Juliet May
s1421,Stanley Nelson
s1422,Olivier Nakache
s1422,Éric Toledano
s1423,Prakash Jha
s1424,Rohan Sippy
s1425,Ross Venokur
s1426,Unknown
s1427,Prakash Jha
s1428,Unknown
s1429,Rohena Gera
s1430,Unknown
s1431,Unknown
s1432,Unknown
s1433,Maite Ruiz De Austri
s1434,Jastis Arimba
s1435,Eric Summer
s1435,Éric Warin
s1436,Kornél Mundruczó
s1437,Alejandro Ruax
s1437,Ramiro Martínez
s1438,Unknown
s1439,Florent Bodin
s1440,Unknown
s1441,Unknown
s1442,Sohail Khan
s1443,Unknown
s1444,Unknown
s1445,Gabriele Muccino
s1446,Hallvard Bræin
s1447,Jeff Tremaine
s1448,Christian Alvart
s1449,Unknown
s1450,Unknown
s1451,Robert Townsend
s1452,Jeff Deverett
s1453,Ron Krauss
s1454,Brian Robbins
s1455,Jeff Stilson
s1456,Unknown
s1457,Sean Penn
s1458,Unknown
s1459,Mark McQueen
s1460,Melanie Mayron
s1461,Unknown
s1462,Donald Petrie
s1463,Unknown
s1464,Tony Collingwood
s1465,Jennifer Beamish
s1465,Toby Trackman
s1466,Unknown
s1467,Unknown
s1468,Jaume Collet-Serra
s1469,Kim Dong-kyu
s1470,Lasse Hallström
s1471,Shaz Bennett
s1472,Unknown
s1473,Samar Shaikh
s1474,Unknown
s1475,Archie Hekagery
s1476,Sabrina Rochelle Kalangie
s1477,Unknown
s1478,Unknown
s1479,Unknown
s1480,Cosima Spender
s1481,Unknown
s1482,Liao Shih-han
s1483,Unknown
s1484,Unknown
s1485,Arnon Manor
s1485,Timothy Ware-Hill
s1486,Gore Verbinski
s1487,Al Campbell
s1487,Alice Mathias
s1488,Unknown
s1489,Maïwenn
s1490,Unknown
s1491,Richard Weston
s1492,Vikramaditya Motwane
s1493,Unknown
s1494,Prime Cruz
s1495,Robert Rodriguez
s1496,Andibachtiar Yusuf
s1497,Yandy Laurens
s1498,Cathy Garcia-Molina
s1499,John Mitchell
s1499,Jeremy Kipp Walker
s1500,George Clooney
s1501,Liu Kuang-hui
s1502,Roger Kumble
s1503,Kristian Mercado
s1504,Unknown
s1505,Daan Jansen
s1505,Stijn Verlinde
s1506,Unknown
s1507,Unknown
s1508,Jay Grace
s1509,Unknown
s1510,Paul Dugdale
s1511,James Haslam
s1512,Muhammad Ali
s1513,Thomas Toby Parkinson
s1514,John Putch
s1515,Unknown
s1516,Sam Macaroni
s1517,Unknown
s1518,George C. Wolfe
s1519,Unknown
s1520,Yasmin Ahmad
s1521,Sudha Kongara
s1521,Vignesh Shivan
s1521,Gautham Vasudev Menon
s1521,Vetri Maaran
s1522,Yasmin Ahmad
s1523,Yasmin Ahmad
s1524,Juan Camilo Pinzon
s1525,Lin Oeding
s1526,Naya Anindita
s1527,Antoinette Jadaone
s1528,Unknown
s1529,Unknown
s1530,JP Habac
s1531,Alexx Media
s1532,Farishad I. Latjuba
s1533,Andrucha Waddington
s1533,Pedro Waddington
s1534,Picky Talarico
s1535,Jun Lana
s1536,Unknown
s1537,Brad Peyton
s1538,Lee Daniels
s1539,Unknown
s1540,Unknown
s1541,Tom Ford
s1542,Ellena Wood
s1542,Jesse Vile
s1543,Vir Das
s1544,Unknown
s1545,Miranda de Pencier
s1546,Unknown
s1547,Unknown
s1548,Unknown
s1549,Unknown
s1550,Farhad Safinia
s1551,Shaun Paul Piccinino
s1552,Unknown
s1553,Unknown
s1554,Unknown
s1555,Unknown
s1556,Unknown
s1557,Eddie Rosas
s1558,Frank E. Abney III
s1559,James D. Stern
s1559,Fernando Villena
s1560,Unknown
s1561,Ryan Murphy
s1562,Girish Malik
s1563,Unknown
s1564,Deepa Mehta
s1565,Lai Chun-yu
s1566,Theodore Boborol
s1567,Mae Czarina Cruz
s1568,Jun Lana
s1569,Jun Lana
s1570,Unknown
s1571,Unknown
s1572,Sydney Sibilia
s1573,Unknown
s1574,Unknown
s1575,Unknown
s1576,Josiah Ng
s1577,Kirk Wise
s1578,Unknown
s1579,Unknown
s1580,Unknown
s1581,Beth Sleven
s1581,Allan Jacobsen
s1581,Kevin Wotton
s1582,Steve Ball
s1583,John Hillcoat
s1584,Unknown
s1585,Tate Taylor
s1586,Unknown
s1587,Jalil Lespert
s1588,Su I-Hsuan
s1588,Chuang Shiang-an
s1588,Liu Yi
s1589,Clint Butler
s1590,Unknown
s1591,Unknown
s1592,Erik Kling
s1592,Kevin Peaty
s1593,Detlev Buck
s1594,Unknown
s1595,Unknown
s1596,David Fincher
s1597,Unknown
s1598,Amanda Raymond
s1599,Jason Paul Laxamana
s1600,Marc Fouchard
s1601,Darragh O'Connell
s1602,Roberto Santucci
s1603,Dado C. Lumibao
s1604,Unknown
s1605,August Jakobsson
s1606,Unknown
s1607,Anna Wieczur-Bluszcz
s1608,Unknown
s1609,McG
s1610,Damien O’Connor
s1611,Ron Howard
s1612,Unknown
s1613,Jon Favreau
s1614,Richard Laxton
s1615,Unknown
s1616,Unknown
s1617,Gil Kenan
s1618,Phil Burgers
s1619,Unknown
s1620,Unknown
s1621,Pierre Morel
s1622,Simon Wincer
s1623,Unknown
s1624,Unknown
s1625,Ron Howard
s1626,Unknown
s1627,Brian Henson
s1628,Unknown
s1629,Unknown
s1630,Derick Cabrido
s1631,Marla M. Ancheta
s1632,Jen McGowan
s1633,Bernie Denk
s1634,Brian Skiba
s1635,Unknown
s1636,Stanley Moore
s1636,Alex Woo
s1637,Oliver Bokelberg
s1638,Ángel Gómez Hernández
s1639,Unknown
s1640,Unknown
s1641,Unknown
s1642,Unknown
s1643,Ludovico Di Martino
s1644,Lee Chung-hyun
s1645,Barry Gonzalez
s1646,Brian Volk-Weiss
s1647,Matthew Michael Carnahan
s1648,Cathy Garcia-Molina
s1649,Eric Bress
s1650,Unknown
s1651,Paul Dugdale
s1652,Chris Columbus
s1653,V Vignarajan
s1654,V Vignarajan
s1655,BB Sasore
s1656,Greg Rankin
s1656,TJ Sullivan
s1657,Ron Howard
s1658,Carlos Sorín
s1659,Unknown
s1660,Matt Eskandari
s1661,Grant Singer
s1662,Unknown
s1663,Mohammad Adel
s1664,Debbie Allen
s1665,Robert Rodriguez
s1666,Victor Gatonye
s1667,Stephen Chiodo
s1668,Unknown
s1669,Unknown
s1670,Will McCormack
s1670,Michael Govier
s1671,Unknown
s1672,Monica Floyd
s1673,Unknown
s1674,Anurag Kashyap
s1675,Siddique
s1676,Danish Aslam
s1677,Vibhu Virender Puri
s1678,Cathy Garcia-Molina
s1679,Anurag Kashyap
s1680,Rohit Shetty
s1681,Ribhu Dasgupta
s1682,Mike Rohl
s1683,Cathy Garcia-Molina
s1684,Shyam Benegal
s1685,Unknown
s1686,Takeshi Fukunaga
s1687,Leslie Small
s1688,Unknown
s1689,Unknown
s1690,Jeff Nichols
s1691,Sabaah Folayan
s1691,Damon Davis
s1692,Justin G. Dyck
s1693,Unknown
s1694,Unknown
s1695,Cody Cameron
s1695,Kris Pearn
s1696,Justin G. Dyck
s1697,Unknown
s1698,Unknown
s1699,Unknown
s1700,Michael Curtiz
s1701,Damián Romay
s1702,Unknown
s1703,Avinash Walzade
s1704,David E. Talbert
s1705,Renata Terra
s1706,Edoardo Ponti
s1707,Mateo Gil
s1708,Cathy Garcia-Molina
s1709,Unknown
s1710,Paul Soriano
s1711,Ryan Coogler
s1712,Unknown
s1713,Anurag Basu
s1714,Lucas Santa Ana
s1715,Nelson McCormick
s1716,Carla Barros
s1717,Unknown
s1718,Unknown
s1719,Unknown
s1720,Unknown
s1721,Ulrike Kofler
s1722,Steven Bognar
s1722,Julia Reichert
s1723,Unknown
s1724,Unknown
s1725,Unknown
s1726,Kunle Afolayan
s1727,Unknown
s1728,Weica Wang
s1729,Aitor Arregi
s1729,Jon Garaño
s1729,Jose Mari Goenaga
s1730,Kevin Pollak
s1731,Unknown
s1732,Otoja Abit
s1733,Antoinette Jadaone
s1734,Alejandro Hartmann
s1735,Maxwell McGuire
s1736,Ruel S. Bayani
s1737,Martin Wood
s1738,Unknown
s1739,Unknown
s1740,Justin G. Dyck
s1741,Unknown
s1742,Narendra Nath
s1743,Jan-Peter Horns
s1744,Tatsushi Omori
s1745,Estela Renner
s1746,Unknown
s1747,Unknown
s1748,Zeek Earl
s1748,Christopher Caldwell
s1749,Unknown
s1750,Michael Kampa
s1751,Unknown
s1752,Chanda Bell
s1753,Chanda Bell
s1754,Jennifer Westcott
s1755,Unknown
s1756,Unknown
s1757,Unknown
s1758,Unknown
s1759,Unknown
s1760,Unknown
s1761,Unknown
s1762,Richard Greenberg
s1763,Peter Berg
s1764,Nicolas Pesce
s1765,Oliver Stone
s1766,Unknown
s1767,Unknown
s1768,J.A. Bayona
s1769,Christopher Cain
s1770,Unknown
s1771,Shaun Paul Piccinino
s1772,Juliana Vicente
s1773,Harald Zwart
s1774,Unknown
s1775,Stacia Crawford
s1776,Remi Weekes
s1777,Tope Oshin
s1778,Terrie Samundra
s1779,Unknown
s1780,Unknown
s1781,Olivier Marchal
s1782,Unknown
s1783,Unknown
s1784,Santiago Alvarado Ilarri
s1785,Frasco Mortiz
s1786,John Whitesell
s1787,Antonio Díaz
s1788,Nimród Antal
s1789,Bartosz M. Kowalski
s1790,James Tovell
s1791,Unknown
s1792,Unknown
s1793,Matías Gueilburt
s1794,Natasha Lyonne
s1795,Chang Chin-jung
s1795,Chen Rong-hui
s1796,Rajkumar Santoshi
s1797,Lance Daly
s1798,Unjoo Moon
s1799,Gil Baroni
s1800,Unknown
s1801,Thierry Demaizière
s1801,Alban Teurlai
s1802,Glen Keane
s1803,Chris Sivertson
s1804,Unknown
s1805,Unknown
s1806,Kief Davidson
s1806,Pedro Kos
s1807,Jarand Herdal
s1808,Dan Villegas
s1809,Chris Foggin
s1810,Cathy Garcia-Molina
s1811,Kim Nguyen
s1812,Karen Maine
s1813,Tim Neeves
s1814,Unknown
s1815,Ben Wheatley
s1816,Richard Weston
s1817,Don Michael Paul
s1818,Maroun Baghdadi
s1819,Philippe Aractingi
s1820,Amin Dora
s1821,Philippe Aractingi
s1822,Philippe Aractingi
s1823,Maroun Baghdadi
s1824,Rana Eid
s1825,Daniel Joseph
s1826,Randa Chahal Sabbag
s1827,Maroun Baghdadi
s1828,Philippe Aractingi
s1829,Unknown
s1830,Ziad Doueiri
s1831,Shady Hanna
s1832,Maroun Baghdadi
s1833,Josef Fares
s1834,Sam Fell
s1834,Chris Butler
s1835,Unknown
s1836,Ross Boyask
s1837,David 'Tosh' Gitonga
s1837,Michael Jones
s1838,Unknown
s1839,Ti West
s1840,Unknown
s1841,Manolo Caro
s1842,Unknown
s1843,Aaron Sorkin
s1844,Levan Gabriadze
s1845,Rachel Talalay
s1846,Sam Liu
s1847,Peter Mimi
s1848,Unknown
s1849,Unknown
s1850,Hanung Bramantyo
s1851,Lasja Fauzia Susatyo
s1852,Unknown
s1853,Unknown
s1854,Pavitra Chalam
s1854,Akshay Shankar
s1855,Unknown
s1856,Kevin Ko
s1856,Peter Tsi
s1857,Caroline Suh
s1858,Carlos Pérez Osorio
s1859,Ken Ghosh
s1860,Blair Simmons
s1861,Unknown
s1862,Indra Kumar
s1863,B. Subhash
s1864,Harshavardhan Kulkarni
s1865,Unknown
s1866,Neeraj Vora
s1867,Rajkumar Santoshi
s1868,Alex Merkin
s1869,Unknown
s1870,Puneet Khanna
s1871,Meltem Bozoflu
s1872,Unknown
s1873,Radha Blank
s1874,Unknown
s1875,Bigflo & Oli
s1875,Jérémie Levypon
s1876,Unknown
s1877,Eduardo Pinto
s1878,Unknown
s1879,Unknown
s1880,Steve Brill
s1881,Pavel Kostomarov
s1882,Mike Elliott
s1883,Francis Whately
s1884,Jon Izen
s1885,Christopher Nolen
s1886,Unknown
s1887,Alastair Fothergill
s1887,Jonnie Hughes
s1887,Keith Scholey
s1888,Amy Segal
s1889,Umut Aral
s1890,Unknown
s1891,Unknown
s1892,Umut Kirca
s1893,Alex Woo
s1893,Stanley Moore
s1894,Unknown
s1895,Unknown
s1896,Unknown
s1897,Kenneth Gyang
s1898,Sudhir Mishra
s1899,Domenico de Feudis
s1900,Burak Aksak
s1901,Oz Rodriguez
s1902,Salvador Espinosa
s1903,Adrian Teh
s1904,Brad Silberling
s1905,Elsa Flores Almaraz
s1905,Richard J Montoya
s1906,Carey McKenzie
s1907,Unknown
s1908,Unknown
s1909,Unknown
s1910,Gary Ross
s1911,Unknown
s1912,Adam Bolt
s1913,Taika Waititi
s1914,Lindsey Cordero
s1914,Armando Croda
s1915,Unknown
s1916,Unknown
s1917,David LaChapelle
s1918,Unknown
s1919,Unknown
s1920,Mostafa Abu Seif
s1921,Faris Godus
s1922,Rod Lurie
s1923,Unknown
s1924,Unknown
s1925,Stacie Passon
s1926,Unknown
s1927,Jenny Popplewell
s1928,Florian Schott
s1929,Unknown
s1930,Unknown
s1931,Tom Whitworth
s1932,Joe Mantello
s1933,Unknown
s1934,Unknown
s1935,Lee Hirsch
s1936,Page Hurwitz
s1937,Dallas Jackson
s1938,Lee Hirsch
s1939,Rajat Kapoor
s1940,Abhishek Chaubey
s1941,Rohit Shetty
s1942,Ken Ghosh
s1943,Abhishek Chaubey
s1944,Imtiaz Ali
s1945,Indra Kumar
s1946,Navdeep Singh
s1947,Anees Bazmee
s1948,Unknown
s1949,Unknown
s1950,Unknown
s1951,Rikhil Bahadur
s1952,Unknown
s1953,Unknown
s1954,Ozan Açıktan
s1955,Unknown
s1956,Unknown
s1957,Unknown
s1958,Shawn Levy
s1959,Unknown
s1960,Harry Bradbeer
s1961,Joshua Tickell
s1961,Rebecca Harrell Tickell
s1962,Unknown
s1963,Sophia Nahli Allison
s1964,Norihisa Hiranuma
s1965,Shigeaki Kubo
s1966,Shigeaki Kubo
s1966,Tsuyoshi Nakakuki
s1967,Shigeaki Kubo
s1967,Tsuyoshi Nakakuki
s1968,Yudai Yamaguchi
s1969,Shigeaki Kubo
s1970,Shigeaki Kubo
s1971,Marwan Hamed
s1972,Smeep Kang
s1973,Raja Chanda
s1974,Unknown
s1975,Tigmanshu Dhulia
s1976,Akashdeep
s1977,Rajesh Ganguly
s1978,Alankrita Shrivastava
s1979,Unknown
s1980,Unknown
s1981,Unknown
s1982,Chandra Liow
s1983,Sekhar Kammula
s1984,Unknown
s1985,Florent Bodin
s1986,Gary Andrews
s1987,Sekhar Kammula
s1988,Merawi Gerima
s1989,Unknown
s1990,Unknown
s1991,Unknown
s1992,Unknown
s1993,Kubhaer T. Jethwani
s1994,Unknown
s1995,Unknown
s1996,Antonio Campos
s1997,Carles Torras
s1998,James Watkins
s1999,Philippa Lowthorpe
s2000,Pailin Wedel
s2001,Chris Howe
s2002,Peter Sollett
s2003,Unknown
s2004,Raja Gosnell
s2005,Steve Bencich
s2006,Tosin Coker
s2007,Unknown
s2008,Javier Colinas
s2009,Unknown
s2010,Unknown
s2011,Dean DeBlois
s2012,Reinhard Klooss
s2013,Unknown
s2014,Unknown
s2015,Shaun Mir
s2016,Satish Rajwade
s2017,Abhijeet Deshpande
s2018,Mahesh Manjrekar
s2019,Mahesh Manjrekar
s2020,Prakash Kunte
s2021,Manish Saini
s2022,Unknown
s2023,Kenny Ortega
s2024,Makarand Mane
s2025,Hakan Algül
s2026,Vijay Maurya
s2027,Sameer Patil
s2028,Kenzo Maihara
s2028,Amandha Wyanto
s2029,Ahmed Nader Galal
s2030,McG
s2031,Arati Kadav
s2032,Maïmouna Doucouré
s2033,Unknown
s2034,Pepe Mora
s2035,Marcos Carnevale
s2036,Jeff Orlowski
s2037,Cho Il
s2038,Unknown
s2039,Pippa Ehrlich
s2039,James Reed
s2040,Tolga Karaçelik
s2041,Unknown
s2042,Davis Guggenheim
s2043,Unknown
s2044,Philip Barantini
s2045,Unknown
s2046,Charlie Kaufman
s2047,Jayan Moodley
s2048,Unknown
s2049,Abba T. Makama
s2050,Antoinette Jadaone
s2051,Junior Carelli
s2051,Rudge Campos
s2052,Ertanto Robby Soediskam
s2053,Mark Steven Johnson
s2054,Unknown
s2055,Unknown
s2056,Felix Binder
s2057,Thor Freudenthal
s2058,Nguyen Thanh Tung
s2059,Unknown
s2060,Baltasar Kormákur
s2061,Dan Villegas
s2062,Conrad Helten
s2063,Unknown
s2064,Unknown
s2065,Unknown
s2066,Ayumu Watanabe
s2067,Unknown
s2068,Hitoshi Namba
s2069,Unknown
s2070,Unknown
s2071,Unknown
s2072,Chris Miller
s2073,Sean Anders
s2074,Unknown
s2075,Abbas Mustan
s2076,Duncan McMath
s2077,Dan Forgione
s2077,Pete Jacobs
s2077,Matt Whitlock
s2078,Francesco Carnesecchi
s2079,Unknown
s2080,Raja Gosnell
s2081,Greg Tiernan
s2082,Mark Thornton
s2082,Todd Kauffman
s2083,Shamzu Zayba
s2084,Jesse V. Johnson
s2085,Brett Haley
s2086,Unknown
s2087,Unknown
s2088,Chris Roland
s2088,Maradona Dias Dos Santos
s2089,David Galán Galindo
s2090,Unknown
s2091,David Moreton
s2092,Lester Hsi
s2093,Cyrus Nowrasteh
s2094,Unknown
s2095,Isabel Sandoval
s2096,Nathan Wiley
s2097,Unknown
s2098,Unknown
s2099,Unknown
s2100,Unknown
s2101,Wayne Blair
s2102,Unknown
s2103,Unknown
s2104,Atul Sabharwal
s2105,Bernardo Arellano
s2106,Unknown
s2107,Unknown
s2108,Trish Sie
s2109,Hong Won-ki
s2110,Unknown
s2111,Khaled Marei
s2112,Sebastián Schindel
s2113,Unknown
s2114,Unknown
s2115,Prakash Satam
s2116,Fred Wolf
s2117,Niyi Akinmolayan
s2118,Sammaria Sari Simanjuntak
s2119,Unknown
s2120,Chairun Nissa
s2121,Tom Hooper
s2122,Sergei Bodrov
s2123,Unknown
s2124,Unknown
s2125,Unknown
s2126,Unknown
s2127,Ashutosh Gowariker
s2128,Unknown
s2129,Anna Stone
s2130,Cory Edwards
s2131,Faraday Okoro
s2132,Blair Simmons
s2133,Henry Joost
s2133,Ariel Schulman
s2134,Unknown
s2135,Unknown
s2136,Unknown
s2137,Unknown
s2138,Rebecca Zlotowski
s2139,Antonio Campos
s2140,Antonio Campos
s2141,Unknown
s2142,Sharan Sharma
s2143,Rob Minkoff
s2144,Tyler Spindel
s2145,Unknown
s2146,Unknown
s2147,Vicky Wight
s2148,Kunle Afolayan
s2149,Unknown
s2150,Marc Meyers
s2151,Franziska Meyer Price
s2152,Unknown
s2153,Unknown
s2154,Unknown
s2155,Steven Rinella
s2156,Richard Weston
s2157,Unknown
s2158,Unknown
s2159,Unknown
s2160,Laura Terruso
s2161,Unknown
s2162,Martín Sastre
s2163,Unknown
s2164,Franck Nataf
s2165,Pascal Amanfo
s2166,Unknown
s2167,Stanley Moore
s2167,Alex Woo
s2168,Savage Steve Holland
s2169,Unknown
s2170,Kristian Mercado
s2171,Unknown
s2172,Mike Doyle
s2173,Darren Grant
s2174,Unknown
s2175,Unknown
s2176,Unknown
s2177,Mike Gunther
s2178,Steve Ball
s2179,Unknown
s2180,Joseph Ruben
s2181,Unknown
s2182,Unknown
s2183,Mfanelo Ngoma
s2184,Colin Minihan
s2185,Unknown
s2186,Regina Welker
s2186,Nina Wels
s2187,Honey Trehan
s2188,Katleho Ramaphakela
s2188,Rethabile Ramaphakela
s2189,Ariel Boles
s2190,Unknown
s2191,Unknown
s2192,Álvaro Delgado-Aparicio L.
s2193,Unknown
s2194,Venkatesh Maha
s2195,Nopparoj Chotmunkongsit
s2196,Aniedi Anwah
s2197,Mickey Fonseca
s2198,Matias Mariani
s2199,Jan Komasa
s2200,Sue Kim
s2201,Paul Solet
s2202,Unknown
s2203,Ben Kasulke
s2204,Unknown
s2205,Gagan Puri
s2206,Teddy Chan
s2207,Bhavin Wadia
s2208,Tony Bancroft
s2208,Scott Christian Sava
s2209,Greg Rankin
s2209,TJ Sullivan
s2210,Tope Alake
s2211,Fernando González Molina
s2212,Yuki Tanada
s2213,Unknown
s2214,Vince Marcello
s2215,Alex Gibney
s2216,Ahn Byoung-wook
s2217,Sibusiso Khuzwayo
s2218,Unknown
s2219,Unknown
s2220,Lisa Cortés
s2220,Farah X
s2221,Wilson Yip
s2222,Dave Skinner
s2222,Freddie Waters
s2223,Unknown
s2224,Unknown
s2225,Denis Do
s2226,Unknown
s2227,Unknown
s2228,Unknown
s2229,Leslye Davis
s2229,Catrin Einhorn
s2230,Unknown
s2231,Unknown
s2232,Toka McBaror
s2232,Tunde Apalowo
s2233,Peter Sullivan
s2234,Axelle Laffont
s2235,Moses Inwang
s2236,Unknown
s2237,Unknown
s2238,Unknown
s2239,Unknown
s2240,Daniel Oriahi
s2241,Stefano Mordini
s2242,Unknown
s2243,Hayden Guppy
s2244,Stéphane de Freitas
s2245,André Odendaal
s2245,Johan Vorster
s2246,Cassia Dian
s2247,Unknown
s2248,Amro Salah
s2249,Sue Ding
s2250,Unknown
s2251,Gina Prince-Bythewood
s2252,Wouter Bouvijn
s2253,Funke Akindele
s2254,Unknown
s2255,Unknown
s2256,Unknown
s2257,Bryn Evans
s2258,Cristina Costantini
s2258,Kareem Tabsch
s2259,Unknown
s2260,Hannah Fidell
s2261,Chris Renaud
s2261,Kyle Balda
s2262,Scott Zabielski
s2263,Coodie
s2263,Chike
s2264,QLF
s2265,Sachin Kundalkar
